transaction_id,customer_id,city,region,country_code,transaction_type,amount,hour,new_device,new_recipient,frequency_1h,frequency_24h,deviation_score,scenario_tr,label,is_fraud,split
d65cecb3-b320-5fcb-a5b6-69f957328794,d906a256-bf13-5530-963b-e18b328c81d3,MERSIN,AKDENIZ,TR,ODEME,548.62,16,False,False,0,6,0.2662,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
c6133d58-7bd8-5255-bedb-6865566bc6d1,7ade2954-95a3-5dd7-b399-e1102c700ecf,ISTANBUL,MARMARA,TR,TRANSFER,1465.42,14,False,False,0,2,0.1062,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
0b5c507f-6f6c-5967-a11b-6067829d2c8c,2bc4f025-3841-5f9e-a676-45f0dfb338dd,AYDIN,EGE,US,ODEME,55969.18,4,False,True,9,41,4.5924,Gece saatinde yeni cihaz ve yabancı ülke kart işlemi.,CALINTI_KART,1,holdout
3732d924-74c4-5d0e-b0c1-99fd78cb5647,74fbea83-27cc-5ec6-ab94-5330904d9ff0,AYDIN,EGE,TR,ODEME,1520.46,8,False,False,0,5,0.0502,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
e53e6d30-8838-52d2-bcd1-d2109eb3a685,96d12809-a57c-5cda-968d-74c4c59c2f77,ANTALYA,AKDENIZ,TR,CEKIM,978.71,11,False,False,0,3,0.9578,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
edd50f85-6754-5e31-b4ff-628dd6ae3ada,2679176b-d7f7-59f5-b6cb-bf2dbb4b86a7,ORDU,KARADENIZ,TR,TRANSFER,778.89,6,False,False,0,5,0.7888,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
ae12d1ab-ee87-5bfa-9236-6aaaa20ce221,347fabee-a2b0-52fc-a2e3-f7e1aca4010e,AYDIN,EGE,TR,CEKIM,3181.03,10,False,False,0,2,0.2448,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
fa6f485c-71dd-5c8b-a85d-cbdd77c7d7c4,a0c0f8a4-1144-5568-845f-9e24b4b3ba7b,KAYSERI,IC_ANADOLU,TR,FATURA,2169.23,9,False,False,1,5,0.57,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
a3c2b257-aad7-57c6-b7b0-d3002f1bcade,2ad42d21-51ba-5745-8f89-6b142741c653,ANKARA,IC_ANADOLU,TR,ODEME,853.93,12,False,False,1,3,0.3898,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
8545b7df-b94f-5989-b833-4c605eadf542,0d58a122-03a5-5127-9416-be235134074f,ORDU,KARADENIZ,DE,TRANSFER,174971.08,13,True,True,21,52,4.3603,Kısa sürede tekrarlanan yüksek tutarlı transfer.,PARA_AKLAMA,1,train
99b498c1-133f-5643-93c2-7a70d996245e,315506a8-5839-5a65-b135-fe69d5ac0ae6,MANISA,EGE,FR,ODEME,39232.88,3,True,True,15,22,8.1114,Gece saatinde yeni cihaz ve yabancı ülke kart işlemi.,CALINTI_KART,1,train
a67216eb-bfba-5d6d-916b-ab5b962597b0,c71a651b-f8b3-592c-847c-ae2b6ff57e33,SANLIURFA,GUNEYDOGU_ANADOLU,TR,CEKIM,494.48,17,False,False,0,3,1.0771,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
62ab2061-f82d-59b8-b743-3a72a8ac1d5e,2d6d96d2-903f-503c-ac80-76125cb97a8c,MANISA,EGE,NL,FATURA,1938.77,16,False,False,1,8,1.0203,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
264c7a9b-da09-5fb7-a63c-2a12136db4b8,ebd56257-455c-5900-b288-95c1f6430709,ISTANBUL,MARMARA,TR,TRANSFER,3144.18,21,False,False,0,4,0.0644,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
636fb20b-a792-5fe4-8d0b-112b4c5f69db,c6abb010-4f12-5fec-b251-8548d32e2aef,BURSA,MARMARA,TR,TRANSFER,268.21,10,False,False,1,2,0.0184,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
f3883ce2-b31b-584b-a365-9f9ba8731347,bc0925da-d3e7-5d3e-b2a2-78d25941e295,KONYA,IC_ANADOLU,TR,FATURA,1496.25,12,False,False,0,3,0.3202,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
1e55d77a-8b6c-5606-92c7-545f4ea3c374,9c95481f-df59-53b5-964f-fdac5f2ac684,ORDU,KARADENIZ,NL,TRANSFER,62861.29,21,True,True,8,41,5.6256,Kısa sürede tekrarlanan yüksek tutarlı transfer.,PARA_AKLAMA,1,train
e614c12f-016e-5892-a201-1e47bf3a1442,20728623-59bd-5bd4-83c1-9689a5ba4e5d,MANISA,EGE,TR,FATURA,1075.47,17,False,False,1,2,0.3498,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
f2da3e97-cbe0-50a3-a964-c244e9fa0f63,c55276cf-990b-5719-a711-df10d230948f,ISTANBUL,MARMARA,TR,ODEME,2951.04,6,False,False,1,4,0.6163,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
807872b0-3a58-5c07-b2eb-1ec2b5181db3,17057fac-1505-50ab-badc-a2f0865b2a4d,SANLIURFA,GUNEYDOGU_ANADOLU,TR,TRANSFER,1749.95,18,False,False,0,1,0.3316,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
b7e8d0e9-fd0c-5f6a-8134-be3c62b63a54,8deab76b-c687-5119-ad9b-5a0bb308f041,BURSA,MARMARA,TR,FATURA,1239.09,4,False,False,1,4,0.1314,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
3e380b08-c3bc-5370-9b46-a1d4a6e43caf,5fe7630e-8b68-5f51-ac64-4f1c8459bdf8,KAYSERI,IC_ANADOLU,TR,TRANSFER,3711.15,14,False,False,0,3,0.1217,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
3cf7d947-216d-591f-b8cf-04c74e4b1c7e,1e1ef5d9-be47-5eb7-ac9a-ff236e93c863,TRABZON,KARADENIZ,TR,ODEME,4083.51,16,False,False,2,6,0.5298,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
b33dad76-642c-5976-b916-5356c273e33d,65599965-174e-56fb-8978-090fe868fab6,KAYSERI,IC_ANADOLU,TR,TRANSFER,86184.39,1,False,False,1,25,9.2806,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
cd39f8d0-5622-5bb6-8fe8-d78efe309e91,19b57acc-d7ab-5f64-8655-99dc10f7fcf1,MALATYA,DOGU_ANADOLU,TR,TRANSFER,778.9,12,False,False,1,3,0.5253,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
227fe199-d3ea-55ea-82aa-063148397f0f,72628db3-f948-5846-a889-7ad8a629c9c7,MANISA,EGE,TR,FATURA,1966.74,19,False,False,2,6,0.4282,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
64010b4f-a356-5e15-8c8c-1c389d602b10,a47ae9fa-18db-563a-bd21-b1843ae5b8b7,ERZURUM,DOGU_ANADOLU,TR,TRANSFER,4711.7,13,False,True,1,9,2.1029,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
296f7204-3588-5269-92b5-92995d2f5984,ea73fd2a-d55b-5874-a1c3-41827d699bbe,ISTANBUL,MARMARA,TR,ODEME,3795.3,13,True,False,2,6,0.0439,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
172b873b-ca75-58c0-83a3-d453b33860d3,b04565c9-eeb0-5c5b-a555-e8bcb2b8f8c5,KAYSERI,IC_ANADOLU,TR,TRANSFER,564.54,8,False,False,0,2,0.8559,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
ee3ef565-4906-5603-b6cb-76fda0c79cf4,64adb990-2034-5262-9255-f6168327953a,KAYSERI,IC_ANADOLU,TR,ODEME,1329.24,9,False,False,0,5,1.5653,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
1bad7f1d-e66e-596d-8cec-62eccc754d49,1ee86fc4-ad94-529c-89f6-caa6c9e10eab,BURSA,MARMARA,TR,TRANSFER,897.72,11,True,True,0,4,0.784,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
2b3d95e2-8027-5758-9535-f392ba81f031,e0fe38aa-4f5e-534d-b520-2fd04282e320,GAZIANTEP,GUNEYDOGU_ANADOLU,TR,ODEME,1887.75,13,False,False,0,3,0.4256,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
78c7d682-d880-5fb9-b08d-343f54df9b6f,2c6a7b6c-973c-5664-a31d-5f016f5b46d8,MANISA,EGE,TR,CEKIM,1748.06,11,False,False,1,0,0.1526,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
4aec7413-3fce-5b60-9157-eda94235203c,d515994d-158c-546f-91b0-4aef4911e9a4,SANLIURFA,GUNEYDOGU_ANADOLU,TR,FATURA,2706.75,19,False,False,0,9,0.8037,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
bd5bb178-5d01-5428-a153-c6077e2cdecc,59346cdb-727c-5279-a555-1efc5b1261fe,ANKARA,IC_ANADOLU,TR,TRANSFER,7280.25,13,False,False,0,3,0.317,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
e2738343-171a-5294-83fb-d5103b88a6ed,ded04f1c-8577-5c1f-85cc-119d022d5034,KOCAELI,MARMARA,TR,FATURA,256163.37,8,True,True,2,13,5.9981,Yeni alıcıya yüksek tutarlı olağan dışı işlem.,SUPHELI_DAVRANIS,1,train
c696cce6-ff4c-5a82-9d1f-090a5a7e7758,c3115386-b3dd-52eb-b92e-3b173e49465c,KAYSERI,IC_ANADOLU,TR,CEKIM,963.15,19,True,False,0,2,0.2579,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
d5f7f6fc-fe40-5809-b318-9f6f68cf9c9f,06d567d5-aebd-5ea2-86bc-f812cbb7461a,SANLIURFA,GUNEYDOGU_ANADOLU,TR,FATURA,316.02,12,False,False,1,3,0.3611,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
e66fbe22-9b70-557d-9a32-2b7212fb43d9,1ff50b57-c20b-5724-aa04-881f9d8dbb59,ANKARA,IC_ANADOLU,TR,FATURA,544.5,17,False,False,0,2,0.4921,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
50ab5ebb-e4b6-5df8-b0a5-1a8efabc08e6,8ede410f-320d-5049-8fa6-1939581b294d,MALATYA,DOGU_ANADOLU,TR,ODEME,2084.18,17,False,False,1,5,0.2524,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
4b07d685-9fb2-5fac-8223-81597af2d7e5,342c8f68-6005-5aee-8396-b09aef644d6d,ORDU,KARADENIZ,TR,CEKIM,3384.87,17,False,False,0,3,1.6071,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
eccbe560-5eaa-55f6-b1d6-02d9c4f1e88a,eca8f997-ece3-56bc-ac9a-78f5d674efaa,MERSIN,AKDENIZ,TR,TRANSFER,3346.66,7,False,False,0,4,2.8,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
339af904-cc71-5d26-865e-a6cc286d8516,85f5015f-b065-5986-bdd3-7eb64d74eacf,ANTALYA,AKDENIZ,TR,TRANSFER,1109.28,12,True,False,0,0,0.5549,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
99b218e5-da94-5f7b-a6d8-29151d3a8fa1,b3c3a74f-0ea3-5ba7-97a3-0ff0efb54a32,DIYARBAKIR,GUNEYDOGU_ANADOLU,TR,FATURA,275692.83,15,False,True,3,12,8.4003,Yeni alıcıya yüksek tutarlı olağan dışı işlem.,SUPHELI_DAVRANIS,1,holdout
46a0d318-2656-501d-841d-f4ef139e95c1,e007a900-ea51-53ee-9cb4-d7e751847ee3,MALATYA,DOGU_ANADOLU,TR,ODEME,2801.42,7,False,False,2,7,0.7392,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
70c079b2-89f6-5389-a372-2ec40fc7860b,5f4bb329-0c68-5d06-96a2-3113f7f1d24d,MALATYA,DOGU_ANADOLU,FR,ODEME,88677.92,23,True,True,7,22,5.3798,Gece saatinde yeni cihaz ve yabancı ülke kart işlemi.,CALINTI_KART,1,validation
a7832a8b-4094-58aa-88ad-cc81594e794f,10bee1d4-86bf-57f4-a1e0-816d4e1a67e0,MERSIN,AKDENIZ,TR,ODEME,1755.45,17,False,False,0,6,0.0246,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
7ab1c5ab-72ef-552b-b7c2-4676209d3bdb,5f934f23-60b3-50df-a8ec-9feee55436c6,SAMSUN,KARADENIZ,TR,CEKIM,432.4,10,False,False,2,2,0.7851,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
cafb5364-7475-58bb-a9e3-7e96ed62efc3,8588328d-abf3-5edf-8b81-b90f6a79be21,ADANA,AKDENIZ,TR,TRANSFER,2009.5,12,False,True,4,21,0.6757,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
016bc069-6cac-50f9-97f0-dc79e17684be,61b7b120-e709-5faf-920d-e618f16a1298,SANLIURFA,GUNEYDOGU_ANADOLU,TR,CEKIM,1474.59,14,False,False,0,2,0.5916,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
84011756-91de-5335-8aba-3122d7cc6ae4,162d15c5-e29f-5bbc-9a3c-e63d0a691300,SAMSUN,KARADENIZ,TR,ODEME,2292.26,14,False,False,1,6,0.8991,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
f325ec5c-e1d5-5bf0-94e7-f191913ec877,7c90c0e7-621a-5f3a-b02b-07d1ee9afa19,BURSA,MARMARA,NL,TRANSFER,96329.18,0,False,True,6,32,8.5321,Yeni cihazdan olağandışı alıcıya hesap erişimi.,HESAP_ELE_GECIRME,1,train
38775a75-0cb3-5433-a729-e6a184c669b1,3db63e2d-3254-5867-8a5f-103fc0b79c3d,MALATYA,DOGU_ANADOLU,TR,CEKIM,1314.26,10,True,False,1,3,0.5345,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
d0ac525e-ad7c-597f-88c8-e3a624e77e3a,4fcdab81-dbcd-58af-8c72-e0710cd04ac3,ADANA,AKDENIZ,TR,TRANSFER,717.11,16,False,False,1,3,0.3474,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
8f5f57ad-955c-507b-b4fa-a007fc0ed06d,f56a184a-0e1f-50cf-aee4-52122f41c50e,KOCAELI,MARMARA,TR,CEKIM,1332.62,9,False,False,0,5,0.4815,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
903e3f0a-48b7-544e-9b25-2ef73ed9e286,e08628b8-012b-5403-9d0e-60b1b3ac3756,DIYARBAKIR,GUNEYDOGU_ANADOLU,TR,ODEME,2176.08,18,False,False,0,4,0.8062,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
fe3ec4c2-2f19-5bb0-a365-0fabc68b87d0,7352a7ac-adff-574b-b2db-1b82331eb054,ISTANBUL,MARMARA,TR,TRANSFER,751.31,13,False,False,0,3,1.5417,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
7af10a3d-3cd2-572a-b0e6-41a06c1e63f0,5cb11866-4885-54be-89c4-d620571aca16,ISTANBUL,MARMARA,TR,ODEME,2969.11,15,False,False,1,7,1.3727,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
8b293207-4888-5bdb-9429-5c3527672c46,f63b96d5-282d-52d6-aa54-989d83b7d0f4,SANLIURFA,GUNEYDOGU_ANADOLU,DE,TRANSFER,56732.75,2,False,False,8,33,8.7262,Yeni cihazdan olağandışı alıcıya hesap erişimi.,HESAP_ELE_GECIRME,1,train
c5742f34-cf7f-587b-9935-d9cf3c88aeb5,638821c9-e80d-58c2-b1f8-8965a05bcbb6,ISTANBUL,MARMARA,DE,TRANSFER,187536.28,2,False,True,14,65,7.1361,Kısa sürede tekrarlanan yüksek tutarlı transfer.,PARA_AKLAMA,1,train
6500408b-ede9-50dd-a892-54e24a087f72,21dbde13-6982-52af-b8f3-848e71ed9569,MERSIN,AKDENIZ,TR,FATURA,1726.46,12,False,False,0,4,0.311,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
2b9c8961-6a70-541b-8c53-54277b113df3,fe1d59e2-d875-549c-ad92-1a648a07202f,MALATYA,DOGU_ANADOLU,TR,TRANSFER,3765.36,10,False,False,1,5,0.1837,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
621e1afa-e7a5-5ef2-b10c-1525ed74e1bb,507cbcf1-6ba9-580b-ab2c-bcb61dc4a4cb,ANTALYA,AKDENIZ,TR,TRANSFER,580.21,20,False,False,0,3,0.044,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
54197ad8-3017-534b-bfd0-c37188a4e1a9,595a18cd-4d35-5477-9516-a925747aaf05,AYDIN,EGE,TR,ODEME,809.84,12,True,False,0,6,0.3663,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
b31a6db9-3629-5331-8763-faab937f7c9c,a93fd2a5-0d95-55c1-bac7-4ecce891067c,DIYARBAKIR,GUNEYDOGU_ANADOLU,TR,FATURA,2997.15,15,False,False,0,1,0.8853,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
822c4430-c8eb-53fc-968d-2eeee01b9fb9,6d5eeb0c-f236-5e23-a812-0ce80e9a9558,ISTANBUL,MARMARA,TR,ODEME,1688.83,19,False,False,7,36,6.7045,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
d969ebcf-4a97-56f5-8c22-b5403e9bcfe8,126cbb69-9ec7-582f-b197-e9602d8f4275,ANKARA,IC_ANADOLU,TR,FATURA,2112.16,13,False,False,0,4,1.7857,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
8d80d447-fa22-53f3-83e7-ebfcbccbfdfd,a8b1287a-4759-52e8-a5db-dda999e1804f,GAZIANTEP,GUNEYDOGU_ANADOLU,TR,TRANSFER,1174.09,11,False,True,0,5,0.8305,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
4bb4d7df-dec4-5fea-9fe4-3f8e7861bd05,db22278f-bc41-5605-a002-8239e097dca9,MERSIN,AKDENIZ,TR,CEKIM,7161.12,14,False,False,1,4,0.2268,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
b152d3d3-6f1d-51e2-8361-db314c9c2834,08a649f3-1c4b-5f2a-8e72-135394ef0908,ANKARA,IC_ANADOLU,TR,TRANSFER,242123.5,13,True,False,21,4,7.6599,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
efbddad8-015d-5a54-b01c-3ecb25b04248,0facf353-0076-52de-8c41-d6d9bb8f553c,IZMIR,EGE,TR,CEKIM,5144.56,16,False,True,0,2,0.6986,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
26882cb2-46d0-589d-9aed-d50a0922aad8,b96cfdd6-5498-5f67-88d8-20e59b6c4d4d,MERSIN,AKDENIZ,TR,CEKIM,183.56,13,False,False,0,4,0.3057,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
5af238bd-9e6f-5523-a772-ea7a915f27b7,ebdc37f2-4039-5be0-aa07-34e4e4c04f9e,ORDU,KARADENIZ,TR,FATURA,500.79,16,False,False,1,5,0.6505,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
e5c76f43-8ee1-5e7c-bedd-528a0851806d,7c127c0e-6c26-5588-9a86-333fd38fbc40,ADANA,AKDENIZ,IT,ODEME,87060.69,22,False,True,13,37,6.0176,Gece saatinde yeni cihaz ve yabancı ülke kart işlemi.,CALINTI_KART,1,validation
d521c64a-2456-517c-898c-8be2d409e855,904e54f6-5c85-5b74-a288-ce4cf98ad7d7,MALATYA,DOGU_ANADOLU,TR,ODEME,1160.75,17,False,False,1,5,0.0774,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
80e37637-ee54-556f-bc5e-c9de6fcb9af4,08effdb4-e6dd-57f2-9bbe-26f06bad0474,KOCAELI,MARMARA,TR,CEKIM,5099.19,13,False,False,0,1,0.0228,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
2d48397d-8f69-5787-9fa9-843ec7daf2f2,9818f17d-9804-53fd-8b6a-b50aa2f4cded,KONYA,IC_ANADOLU,GB,TRANSFER,164723.54,4,True,True,3,24,8.5814,Yeni cihazdan olağandışı alıcıya hesap erişimi.,HESAP_ELE_GECIRME,1,holdout
33f8b74e-5149-59d1-9559-1e5b62fec607,30d7a099-7148-5a3e-9c5c-45eb7a9e8451,MANISA,EGE,TR,CEKIM,1667.96,12,False,False,0,6,1.6489,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
9a3b997d-f353-5b90-836e-0942521099c3,9fed3e7b-4bf2-5d37-9d20-f9d340034550,TRABZON,KARADENIZ,TR,CEKIM,9281.16,17,True,False,2,6,0.7973,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
84c0e4b9-8edc-5d10-a161-e667e37267fe,f87a4285-f4e4-5d13-bae9-9ffc7191d1ae,ADANA,AKDENIZ,TR,FATURA,5101.14,11,False,False,0,3,0.0732,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
3e65f355-f414-5e75-8861-235c0775d832,64a983bf-475b-5669-8a0d-ae95fb91421f,KONYA,IC_ANADOLU,TR,ODEME,1659.36,14,False,True,0,5,0.5306,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
99c8fe94-e096-5c0d-b40b-71642382f05e,0dca6003-3625-5c4c-b6f7-fde56d031b49,KONYA,IC_ANADOLU,TR,ODEME,631.57,10,False,False,2,1,0.3672,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
1a101bf7-1228-5063-a7a3-b728fe8104c0,d593bff3-4e3a-5b48-b3a4-3cf5b264bf1a,DIYARBAKIR,GUNEYDOGU_ANADOLU,TR,ODEME,2874.6,11,False,False,1,2,0.6758,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
ba8a61c8-39ab-5f26-81eb-4a31984e6900,c0e3f500-0d2b-502d-bcd0-f51029038813,KAYSERI,IC_ANADOLU,TR,TRANSFER,289.93,14,False,False,0,4,0.316,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
838d1dca-9556-507b-aa10-176884d21c96,9638485e-0b50-5de1-8c18-3998b64b20b1,ANTALYA,AKDENIZ,GB,TRANSFER,150995.04,0,False,True,9,8,6.8532,Yeni cihazdan olağandışı alıcıya hesap erişimi.,HESAP_ELE_GECIRME,1,train
633e539a-56db-5ac4-b565-645949af787d,e5b6b06e-e58d-5873-a1e5-8c4a3c6bf7cb,SANLIURFA,GUNEYDOGU_ANADOLU,TR,CEKIM,1873.37,11,False,False,1,4,0.7428,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,holdout
ac05d891-74e1-5644-ab04-ddd2d7c7ef75,aa7f6951-4045-58b3-bdf6-407e03e79bd3,KONYA,IC_ANADOLU,TR,TRANSFER,2522.68,15,False,False,0,3,0.2519,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
d66e48e3-d653-52d3-80dd-7afd79931a8f,df48aae6-022c-54af-9616-37da8d7152a9,ISTANBUL,MARMARA,TR,TRANSFER,1593.52,10,True,False,1,3,0.0033,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,validation
afd4e9c6-b3be-5dae-b3d0-9bf9f48c58eb,b8cc3a10-b6b1-5951-940b-977869b57c7a,AYDIN,EGE,GB,ODEME,26817.83,3,False,False,10,44,4.355,Gece saatinde yeni cihaz ve yabancı ülke kart işlemi.,CALINTI_KART,1,train
557cec75-c767-5bfc-9314-d42aad9d377f,993d845c-daa1-52a3-a7fe-747f0893b3fd,AYDIN,EGE,TR,TRANSFER,4562.33,10,False,True,0,6,0.0855,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
5b9a922c-b022-58ee-8927-575a04adb084,048b9004-1c07-54f1-848c-cf1eff5c951a,SAMSUN,KARADENIZ,TR,CEKIM,1931.63,17,False,False,0,4,0.4513,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
4d9a62fe-c78b-555c-9fd1-19acbd5114eb,fb338b4d-23a5-5c76-96fd-41af013df4a2,IZMIR,EGE,TR,TRANSFER,66838.34,2,False,True,0,30,9.9529,Yeni cihazdan olağandışı alıcıya hesap erişimi.,HESAP_ELE_GECIRME,1,train
98e8cbd0-b659-5d65-9b2b-3f968b4fba88,f0caa0f4-ece6-50b9-961b-df34682b1c38,DIYARBAKIR,GUNEYDOGU_ANADOLU,TR,TRANSFER,3543.33,9,False,True,0,4,1.1078,Müşterinin olağan davranışına uygun işlem.,TEMIZ,0,train
